country,date,confirmed,deaths,recovered,Lat,Long
Afghanistan,4/17/20,906,30,99,33.93911,67.709953
Afghanistan,4/18/20,933,30,112,33.93911,67.709953
Afghanistan,4/19/20,996,33,131,33.93911,67.709953
Afghanistan,4/20/20,1026,36,135,33.93911,67.709953
Afghanistan,4/21/20,1092,36,150,33.93911,67.709953
Afghanistan,4/22/20,1176,40,166,33.93911,67.709953
Afghanistan,4/23/20,1279,42,179,33.93911,67.709953
Afghanistan,4/24/20,1351,43,188,33.93911,67.709953
Afghanistan,4/25/20,1463,47,188,33.93911,67.709953
Afghanistan,4/26/20,1531,50,207,33.93911,67.709953
Afghanistan,4/27/20,1703,57,220,33.93911,67.709953
Afghanistan,4/28/20,1828,58,228,33.93911,67.709953
Afghanistan,4/29/20,1939,60,252,33.93911,67.709953
Afghanistan,4/30/20,2171,64,260,33.93911,67.709953
Afghanistan,5/1/20,2335,68,310,33.93911,67.709953
Afghanistan,5/2/20,2469,72,331,33.93911,67.709953
Afghanistan,5/3/20,2704,85,345,33.93911,67.709953
Afghanistan,5/4/20,2894,90,397,33.93911,67.709953
Afghanistan,5/5/20,3224,95,421,33.93911,67.709953
Afghanistan,5/6/20,3392,104,458,33.93911,67.709953
Afghanistan,5/7/20,3563,106,468,33.93911,67.709953
Afghanistan,5/8/20,3778,109,472,33.93911,67.709953
Afghanistan,5/9/20,4033,115,502,33.93911,67.709953
Afghanistan,5/10/20,4402,120,558,33.93911,67.709953
Afghanistan,5/11/20,4687,122,558,33.93911,67.709953
Afghanistan,5/12/20,4963,127,610,33.93911,67.709953
Afghanistan,5/13/20,5226,132,648,33.93911,67.709953
Afghanistan,5/14/20,5639,136,691,33.93911,67.709953
Afghanistan,5/15/20,6053,153,745,33.93911,67.709953
Afghanistan,5/16/20,6402,168,745,33.93911,67.709953
Afghanistan,5/17/20,6664,169,778,33.93911,67.709953
Afghanistan,5/18/20,7072,173,801,33.93911,67.709953
Afghanistan,5/19/20,7653,178,850,33.93911,67.709953
Afghanistan,5/20/20,8145,187,930,33.93911,67.709953
Afghanistan,5/21/20,8676,193,938,33.93911,67.709953
Afghanistan,5/22/20,9216,205,996,33.93911,67.709953
Afghanistan,5/23/20,9998,216,1040,33.93911,67.709953
Afghanistan,5/24/20,10582,218,1075,33.93911,67.709953
Afghanistan,5/25/20,11173,219,1097,33.93911,67.709953
Afghanistan,5/26/20,11831,220,1128,33.93911,67.709953
Afghanistan,5/27/20,12456,227,1138,33.93911,67.709953
Afghanistan,5/28/20,13036,235,1209,33.93911,67.709953
Afghanistan,5/29/20,13659,246,1259,33.93911,67.709953
Afghanistan,5/30/20,14525,249,1303,33.93911,67.709953
Afghanistan,5/31/20,15205,257,1328,33.93911,67.709953
Afghanistan,6/1/20,15750,265,1428,33.93911,67.709953
Afghanistan,6/2/20,16509,270,1450,33.93911,67.709953
Afghanistan,6/3/20,17267,294,1522,33.93911,67.709953
Afghanistan,6/4/20,18054,300,1585,33.93911,67.709953
Afghanistan,6/5/20,18969,309,1762,33.93911,67.709953
Afghanistan,6/6/20,19551,327,1830,33.93911,67.709953
Afghanistan,6/7/20,20342,357,1875,33.93911,67.709953
Afghanistan,6/8/20,20917,369,2171,33.93911,67.709953
Afghanistan,6/9/20,21459,384,2651,33.93911,67.709953
Afghanistan,6/10/20,22142,405,3013,33.93911,67.709953
Afghanistan,6/11/20,22890,426,3326,33.93911,67.709953
Afghanistan,6/12/20,23546,446,3928,33.93911,67.709953
Afghanistan,6/13/20,24102,451,4201,33.93911,67.709953
Afghanistan,6/14/20,24766,471,4725,33.93911,67.709953
Afghanistan,6/15/20,25527,478,5164,33.93911,67.709953
Afghanistan,6/16/20,26310,491,5508,33.93911,67.709953
Afghanistan,6/17/20,26874,504,6158,33.93911,67.709953
Afghanistan,6/18/20,27532,546,7660,33.93911,67.709953
Afghanistan,6/19/20,27878,548,7962,33.93911,67.709953
Afghanistan,6/20/20,28424,569,8292,33.93911,67.709953
Afghanistan,6/21/20,28833,581,8764,33.93911,67.709953
Afghanistan,6/22/20,29157,598,8841,33.93911,67.709953
Afghanistan,6/23/20,29481,618,9260,33.93911,67.709953
Afghanistan,6/24/20,29640,639,9869,33.93911,67.709953
Afghanistan,6/25/20,30175,675,10174,33.93911,67.709953
Afghanistan,6/26/20,30451,683,10306,33.93911,67.709953
Afghanistan,6/27/20,30616,703,10674,33.93911,67.709953
Afghanistan,6/28/20,30967,721,12604,33.93911,67.709953
Afghanistan,6/29/20,31238,733,13934,33.93911,67.709953
Afghanistan,6/30/20,31517,746,14131,33.93911,67.709953
Afghanistan,7/1/20,31836,774,15651,33.93911,67.709953
Afghanistan,7/2/20,32022,807,16041,33.93911,67.709953
Afghanistan,7/3/20,32324,819,17331,33.93911,67.709953
Afghanistan,7/4/20,32672,826,19164,33.93911,67.709953
Afghanistan,7/5/20,32951,864,19366,33.93911,67.709953
Afghanistan,7/6/20,33190,898,20103,33.93911,67.709953
Afghanistan,7/7/20,33384,920,20179,33.93911,67.709953
Afghanistan,7/8/20,33594,936,20700,33.93911,67.709953
Afghanistan,7/9/20,33908,957,20847,33.93911,67.709953
Afghanistan,7/10/20,34194,971,20882,33.93911,67.709953
Afghanistan,7/11/20,34366,994,21135,33.93911,67.709953
Afghanistan,7/12/20,34451,1010,21216,33.93911,67.709953
Afghanistan,7/13/20,34455,1012,21254,33.93911,67.709953
Afghanistan,7/14/20,34740,1048,21454,33.93911,67.709953
Afghanistan,7/15/20,34994,1094,22456,33.93911,67.709953
Afghanistan,7/16/20,35070,1113,22824,33.93911,67.709953
Afghanistan,7/17/20,35229,1147,23151,33.93911,67.709953
Afghanistan,7/18/20,35301,1164,23273,33.93911,67.709953
Afghanistan,7/19/20,35475,1181,23634,33.93911,67.709953
Afghanistan,7/20/20,35526,1185,23741,33.93911,67.709953
Afghanistan,7/21/20,35615,1186,23741,33.93911,67.709953
Afghanistan,7/22/20,35727,1190,23924,33.93911,67.709953
Afghanistan,7/23/20,35928,1211,24550,33.93911,67.709953
Afghanistan,7/24/20,35981,1225,24602,33.93911,67.709953
Afghanistan,7/25/20,36036,1248,24793,33.93911,67.709953
Afghanistan,7/26/20,36157,1259,25180,33.93911,67.709953
Afghanistan,7/27/20,36263,1269,25198,33.93911,67.709953
Afghanistan,7/28/20,36368,1270,25358,33.93911,67.709953
Afghanistan,7/29/20,36471,1271,25389,33.93911,67.709953
Afghanistan,7/30/20,36542,1271,25471,33.93911,67.709953
Afghanistan,7/31/20,36675,1272,25509,33.93911,67.709953
Afghanistan,8/1/20,36710,1283,25509,33.93911,67.709953
Afghanistan,8/2/20,36710,1284,25510,33.93911,67.709953
Afghanistan,8/3/20,36747,1288,25669,33.93911,67.709953
Afghanistan,8/4/20,36782,1288,25669,33.93911,67.709953
Afghanistan,8/5/20,36829,1294,25742,33.93911,67.709953
Afghanistan,8/6/20,36896,1298,25840,33.93911,67.709953
Afghanistan,8/7/20,37015,1307,25903,33.93911,67.709953
Afghanistan,8/8/20,37054,1312,25960,33.93911,67.709953
Afghanistan,8/9/20,37054,1312,25960,33.93911,67.709953
Afghanistan,8/10/20,37162,1328,26228,33.93911,67.709953
Afghanistan,8/11/20,37269,1344,26415,33.93911,67.709953
Afghanistan,8/12/20,37345,1354,26694,33.93911,67.709953
Afghanistan,8/13/20,37424,1363,26714,33.93911,67.709953
Afghanistan,8/14/20,37431,1363,26714,33.93911,67.709953
Albania,1/22/20,0,0,0,41.1533,20.1683
Albania,1/23/20,0,0,0,41.1533,20.1683
Albania,1/24/20,0,0,0,41.1533,20.1683
Albania,1/25/20,0,0,0,41.1533,20.1683
Albania,1/26/20,0,0,0,41.1533,20.1683
Albania,1/27/20,0,0,0,41.1533,20.1683
Albania,1/28/20,0,0,0,41.1533,20.1683
Albania,1/29/20,0,0,0,41.1533,20.1683
Albania,1/30/20,0,0,0,41.1533,20.1683
Albania,1/31/20,0,0,0,41.1533,20.1683
Albania,2/1/20,0,0,0,41.1533,20.1683
Albania,2/2/20,0,0,0,41.1533,20.1683
Albania,2/3/20,0,0,0,41.1533,20.1683
Albania,2/4/20,0,0,0,41.1533,20.1683
Albania,2/5/20,0,0,0,41.1533,20.1683
Albania,2/6/20,0,0,0,41.1533,20.1683
Albania,2/7/20,0,0,0,41.1533,20.1683
Albania,2/8/20,0,0,0,41.1533,20.1683
Albania,2/9/20,0,0,0,41.1533,20.1683
Albania,2/10/20,0,0,0,41.1533,20.1683
Albania,2/11/20,0,0,0,41.1533,20.1683
Albania,2/12/20,0,0,0,41.1533,20.1683
Albania,2/13/20,0,0,0,41.1533,20.1683
Albania,2/14/20,0,0,0,41.1533,20.1683
Albania,2/15/20,0,0,0,41.1533,20.1683
Albania,2/16/20,0,0,0,41.1533,20.1683
Albania,2/17/20,0,0,0,41.1533,20.1683
Albania,2/18/20,0,0,0,41.1533,20.1683
Albania,2/19/20,0,0,0,41.1533,20.1683
Albania,2/20/20,0,0,0,41.1533,20.1683
Albania,2/21/20,0,0,0,41.1533,20.1683
Albania,2/22/20,0,0,0,41.1533,20.1683
Albania,2/23/20,0,0,0,41.1533,20.1683
Albania,2/24/20,0,0,0,41.1533,20.1683
Albania,2/25/20,0,0,0,41.1533,20.1683
Albania,2/26/20,0,0,0,41.1533,20.1683
Albania,2/27/20,0,0,0,41.1533,20.1683
Albania,2/28/20,0,0,0,41.1533,20.1683
Albania,2/29/20,0,0,0,41.1533,20.1683
Albania,3/1/20,0,0,0,41.1533,20.1683
Albania,3/2/20,0,0,0,41.1533,20.1683
Albania,3/3/20,0,0,0,41.1533,20.1683
Albania,3/4/20,0,0,0,41.1533,20.1683
Albania,3/5/20,0,0,0,41.1533,20.1683
Albania,3/6/20,0,0,0,41.1533,20.1683
Albania,3/7/20,0,0,0,41.1533,20.1683
Albania,3/8/20,0,0,0,41.1533,20.1683
Albania,3/9/20,2,0,0,41.1533,20.1683
Albania,3/10/20,10,0,0,41.1533,20.1683
Albania,3/11/20,12,1,0,41.1533,20.1683
Albania,3/12/20,23,1,0,41.1533,20.1683
Albania,3/13/20,33,1,0,41.1533,20.1683
Albania,3/14/20,38,1,0,41.1533,20.1683
Albania,3/15/20,42,1,0,41.1533,20.1683
Albania,3/16/20,51,1,0,41.1533,20.1683
Albania,3/17/20,55,1,0,41.1533,20.1683
Albania,3/18/20,59,2,0,41.1533,20.1683
Albania,3/19/20,64,2,0,41.1533,20.1683
Albania,3/20/20,70,2,0,41.1533,20.1683
Albania,3/21/20,76,2,2,41.1533,20.1683
Albania,3/22/20,89,2,2,41.1533,20.1683
Albania,3/23/20,104,4,2,41.1533,20.1683
Albania,3/24/20,123,5,10,41.1533,20.1683
Albania,3/25/20,146,5,17,41.1533,20.1683
Albania,3/26/20,174,6,17,41.1533,20.1683
Albania,3/27/20,186,8,31,41.1533,20.1683
Albania,3/28/20,197,10,31,41.1533,20.1683
Albania,3/29/20,212,10,33,41.1533,20.1683
Albania,3/30/20,223,11,44,41.1533,20.1683
Albania,3/31/20,243,15,52,41.1533,20.1683
Albania,4/1/20,259,15,67,41.1533,20.1683
Albania,4/2/20,277,16,76,41.1533,20.1683
Albania,4/3/20,304,17,89,41.1533,20.1683
Albania,4/4/20,333,20,99,41.1533,20.1683
Albania,4/5/20,361,20,104,41.1533,20.1683
Albania,4/6/20,377,21,116,41.1533,20.1683
Albania,4/7/20,383,22,131,41.1533,20.1683
Albania,4/8/20,400,22,154,41.1533,20.1683
Albania,4/9/20,409,23,165,41.1533,20.1683
Albania,4/10/20,416,23,182,41.1533,20.1683
Albania,4/11/20,433,23,197,41.1533,20.1683
Albania,4/12/20,446,23,217,41.1533,20.1683
Albania,4/13/20,467,23,232,41.1533,20.1683
Albania,4/14/20,475,24,248,41.1533,20.1683
Albania,4/15/20,494,25,251,41.1533,20.1683
Albania,4/16/20,518,26,277,41.1533,20.1683
Albania,4/17/20,539,26,283,41.1533,20.1683
Albania,4/18/20,548,26,302,41.1533,20.1683
Albania,4/19/20,562,26,314,41.1533,20.1683
Albania,4/20/20,584,26,327,41.1533,20.1683
Albania,4/21/20,609,26,345,41.1533,20.1683
Albania,4/22/20,634,27,356,41.1533,20.1683
Albania,4/23/20,663,27,385,41.1533,20.1683
Albania,4/24/20,678,27,394,41.1533,20.1683
Albania,4/25/20,712,27,403,41.1533,20.1683
Albania,4/26/20,726,28,410,41.1533,20.1683
Albania,4/27/20,736,28,422,41.1533,20.1683
Albania,4/28/20,750,30,431,41.1533,20.1683
Albania,4/29/20,766,30,455,41.1533,20.1683
Albania,4/30/20,773,31,470,41.1533,20.1683
Albania,5/1/20,782,31,488,41.1533,20.1683
Albania,5/2/20,789,31,519,41.1533,20.1683
Albania,5/3/20,795,31,531,41.1533,20.1683
Albania,5/4/20,803,31,543,41.1533,20.1683
Albania,5/5/20,820,31,570,41.1533,20.1683
Albania,5/6/20,832,31,595,41.1533,20.1683
Albania,5/7/20,842,31,605,41.1533,20.1683
Albania,5/8/20,850,31,620,41.1533,20.1683
Albania,5/9/20,856,31,627,41.1533,20.1683
Albania,5/10/20,868,31,650,41.1533,20.1683
Albania,5/11/20,872,31,654,41.1533,20.1683
Albania,5/12/20,876,31,682,41.1533,20.1683
Albania,5/13/20,880,31,688,41.1533,20.1683
Albania,5/14/20,898,31,694,41.1533,20.1683
Albania,5/15/20,916,31,705,41.1533,20.1683
Albania,5/16/20,933,31,714,41.1533,20.1683
Albania,5/17/20,946,31,715,41.1533,20.1683
Albania,5/18/20,948,31,727,41.1533,20.1683
Albania,5/19/20,949,31,742,41.1533,20.1683
Albania,5/20/20,964,31,758,41.1533,20.1683
Albania,5/21/20,969,31,771,41.1533,20.1683
Albania,5/22/20,981,31,777,41.1533,20.1683
Albania,5/23/20,989,31,783,41.1533,20.1683
Albania,5/24/20,998,32,789,41.1533,20.1683
Albania,5/25/20,1004,32,795,41.1533,20.1683
Albania,5/26/20,1029,33,803,41.1533,20.1683
Albania,5/27/20,1050,33,812,41.1533,20.1683
Albania,5/28/20,1076,33,823,41.1533,20.1683
Albania,5/29/20,1099,33,851,41.1533,20.1683
Albania,5/30/20,1122,33,857,41.1533,20.1683
Albania,5/31/20,1137,33,872,41.1533,20.1683
Albania,6/1/20,1143,33,877,41.1533,20.1683
Albania,6/2/20,1164,33,891,41.1533,20.1683
Albania,6/3/20,1184,33,898,41.1533,20.1683
Albania,6/4/20,1197,33,898,41.1533,20.1683
Albania,6/5/20,1212,33,910,41.1533,20.1683
Albania,6/6/20,1232,34,925,41.1533,20.1683
Albania,6/7/20,1246,34,938,41.1533,20.1683
Albania,6/8/20,1263,34,945,41.1533,20.1683
Albania,6/9/20,1299,34,960,41.1533,20.1683
Albania,6/10/20,1341,34,980,41.1533,20.1683
Albania,6/11/20,1385,35,1001,41.1533,20.1683
Albania,6/12/20,1416,36,1034,41.1533,20.1683
Albania,6/13/20,1464,36,1039,41.1533,20.1683
Albania,6/14/20,1521,36,1044,41.1533,20.1683
Albania,6/15/20,1590,36,1055,41.1533,20.1683
Albania,6/16/20,1672,37,1064,41.1533,20.1683
Albania,6/17/20,1722,38,1077,41.1533,20.1683
Albania,6/18/20,1788,39,1086,41.1533,20.1683
Albania,6/19/20,1838,42,1114,41.1533,20.1683
Albania,6/20/20,1891,43,1126,41.1533,20.1683
Albania,6/21/20,1962,44,1134,41.1533,20.1683
Albania,6/22/20,1995,44,1159,41.1533,20.1683
Albania,6/23/20,2047,45,1195,41.1533,20.1683
Albania,6/24/20,2114,47,1217,41.1533,20.1683
Albania,6/25/20,2192,49,1250,41.1533,20.1683
Albania,6/26/20,2269,51,1298,41.1533,20.1683
Albania,6/27/20,2330,53,1346,41.1533,20.1683
Albania,6/28/20,2402,55,1384,41.1533,20.1683
Albania,6/29/20,2466,58,1438,41.1533,20.1683
Albania,6/30/20,2535,62,1459,41.1533,20.1683
Albania,7/1/20,2580,65,1516,41.1533,20.1683
Albania,7/2/20,2662,69,1559,41.1533,20.1683
Albania,7/3/20,2752,72,1592,41.1533,20.1683
Albania,7/4/20,2819,74,1637,41.1533,20.1683
Albania,7/5/20,2893,76,1657,41.1533,20.1683
Albania,7/6/20,2964,79,1702,41.1533,20.1683
Albania,7/7/20,3038,81,1744,41.1533,20.1683
Albania,7/8/20,3106,83,1791,41.1533,20.1683
Albania,7/9/20,3188,83,1832,41.1533,20.1683
Albania,7/10/20,3278,85,1875,41.1533,20.1683
Albania,7/11/20,3371,89,1881,41.1533,20.1683
Albania,7/12/20,3454,93,1946,41.1533,20.1683
Albania,7/13/20,3571,95,2014,41.1533,20.1683
Albania,7/14/20,3667,97,2062,41.1533,20.1683
Albania,7/15/20,3752,101,2091,41.1533,20.1683
Albania,7/16/20,3851,104,2137,41.1533,20.1683
Albania,7/17/20,3906,107,2214,41.1533,20.1683
Albania,7/18/20,4008,111,2264,41.1533,20.1683
Albania,7/19/20,4090,112,2311,41.1533,20.1683
Albania,7/20/20,4171,113,2352,41.1533,20.1683
Albania,7/21/20,4290,117,2397,41.1533,20.1683
Albania,7/22/20,4358,120,2463,41.1533,20.1683
Albania,7/23/20,4466,123,2523,41.1533,20.1683
Albania,7/24/20,4570,128,2608,41.1533,20.1683
Albania,7/25/20,4637,134,2637,41.1533,20.1683
Albania,7/26/20,4763,138,2682,41.1533,20.1683
Albania,7/27/20,4880,144,2745,41.1533,20.1683
Albania,7/28/20,4997,148,2789,41.1533,20.1683
Albania,7/29/20,5105,150,2830,41.1533,20.1683
Albania,7/30/20,5197,154,2883,41.1533,20.1683
Albania,7/31/20,5276,157,2952,41.1533,20.1683
Albania,8/1/20,5396,161,2961,41.1533,20.1683
Albania,8/2/20,5519,166,3018,41.1533,20.1683
Albania,8/3/20,5620,172,3031,41.1533,20.1683
Albania,8/4/20,5750,176,3031,41.1533,20.1683
Albania,8/5/20,5889,182,3123,41.1533,20.1683
Albania,8/6/20,6016,188,3155,41.1533,20.1683
Albania,8/7/20,6151,189,3227,41.1533,20.1683
Albania,8/8/20,6275,193,3268,41.1533,20.1683
Albania,8/9/20,6411,199,3342,41.1533,20.1683
Albania,8/10/20,6536,200,3379,41.1533,20.1683
Albania,8/11/20,6676,205,3480,41.1533,20.1683
Albania,8/12/20,6817,208,3552,41.1533,20.1683
Albania,8/13/20,6971,213,3616,41.1533,20.1683
Albania,8/14/20,7117,219,3695,41.1533,20.1683
Algeria,1/22/20,0,0,0,28.0339,1.6596
Algeria,1/23/20,0,0,0,28.0339,1.6596
Algeria,1/24/20,0,0,0,28.0339,1.6596
Algeria,1/25/20,0,0,0,28.0339,1.6596
Algeria,1/26/20,0,0,0,28.0339,1.6596
Algeria,1/27/20,0,0,0,28.0339,1.6596
Algeria,1/28/20,0,0,0,28.0339,1.6596
Algeria,1/29/20,0,0,0,28.0339,1.6596
Algeria,1/30/20,0,0,0,28.0339,1.6596
Algeria,1/31/20,0,0,0,28.0339,1.6596
Algeria,2/1/20,0,0,0,28.0339,1.6596
Algeria,2/2/20,0,0,0,28.0339,1.6596
Algeria,2/3/20,0,0,0,28.0339,1.6596
Algeria,2/4/20,0,0,0,28.0339,1.6596
Algeria,2/5/20,0,0,0,28.0339,1.6596
Algeria,2/6/20,0,0,0,28.0339,1.6596
Algeria,2/7/20,0,0,0,28.0339,1.6596
Algeria,2/8/20,0,0,0,28.0339,1.6596
Algeria,2/9/20,0,0,0,28.0339,1.6596
Algeria,2/10/20,0,0,0,28.0339,1.6596
Algeria,2/11/20,0,0,0,28.0339,1.6596
Algeria,2/12/20,0,0,0,28.0339,1.6596
Algeria,2/13/20,0,0,0,28.0339,1.6596
Algeria,2/14/20,0,0,0,28.0339,1.6596
Algeria,2/15/20,0,0,0,28.0339,1.6596
Algeria,2/16/20,0,0,0,28.0339,1.6596
Algeria,2/17/20,0,0,0,28.0339,1.6596
Algeria,2/18/20,0,0,0,28.0339,1.6596
Algeria,2/19/20,0,0,0,28.0339,1.6596
Algeria,2/20/20,0,0,0,28.0339,1.6596
Algeria,2/21/20,0,0,0,28.0339,1.6596
Algeria,2/22/20,0,0,0,28.0339,1.6596
Algeria,2/23/20,0,0,0,28.0339,1.6596
Algeria,2/24/20,0,0,0,28.0339,1.6596
Algeria,2/25/20,1,0,0,28.0339,1.6596
Algeria,2/26/20,1,0,0,28.0339,1.6596
Algeria,2/27/20,1,0,0,28.0339,1.6596
Algeria,2/28/20,1,0,0,28.0339,1.6596
Algeria,2/29/20,1,0,0,28.0339,1.6596
Algeria,3/1/20,1,0,0,28.0339,1.6596
Algeria,3/2/20,3,0,0,28.0339,1.6596
Algeria,3/3/20,5,0,0,28.0339,1.6596
Algeria,3/4/20,12,0,0,28.0339,1.6596
Algeria,3/5/20,12,0,0,28.0339,1.6596
Algeria,3/6/20,17,0,0,28.0339,1.6596
Algeria,3/7/20,17,0,0,28.0339,1.6596
Algeria,3/8/20,19,0,0,28.0339,1.6596
Algeria,3/9/20,20,0,0,28.0339,1.6596
Algeria,3/10/20,20,0,0,28.0339,1.6596
Algeria,3/11/20,20,0,0,28.0339,1.6596
Algeria,3/12/20,24,1,8,28.0339,1.6596
Algeria,3/13/20,26,2,8,28.0339,1.6596
Algeria,3/14/20,37,3,12,28.0339,1.6596
Algeria,3/15/20,48,4,12,28.0339,1.6596
Algeria,3/16/20,54,4,12,28.0339,1.6596
Algeria,3/17/20,60,4,12,28.0339,1.6596
Algeria,3/18/20,74,7,12,28.0339,1.6596
Algeria,3/19/20,87,9,32,28.0339,1.6596
Algeria,3/20/20,90,11,32,28.0339,1.6596
Algeria,3/21/20,139,15,32,28.0339,1.6596
Algeria,3/22/20,201,17,65,28.0339,1.6596
Algeria,3/23/20,230,17,65,28.0339,1.6596
Algeria,3/24/20,264,19,24,28.0339,1.6596
Algeria,3/25/20,302,21,65,28.0339,1.6596
Algeria,3/26/20,367,25,29,28.0339,1.6596
Algeria,3/27/20,409,26,29,28.0339,1.6596
Algeria,3/28/20,454,29,31,28.0339,1.6596
Algeria,3/29/20,511,31,31,28.0339,1.6596
Algeria,3/30/20,584,35,37,28.0339,1.6596
Algeria,3/31/20,716,44,46,28.0339,1.6596
Algeria,4/1/20,847,58,61,28.0339,1.6596
Algeria,4/2/20,986,86,61,28.0339,1.6596
Algeria,4/3/20,1171,105,62,28.0339,1.6596
Algeria,4/4/20,1251,130,90,28.0339,1.6596
Algeria,4/5/20,1320,152,90,28.0339,1.6596
Algeria,4/6/20,1423,173,90,28.0339,1.6596
Algeria,4/7/20,1468,193,113,28.0339,1.6596
Algeria,4/8/20,1572,205,237,28.0339,1.6596
Algeria,4/9/20,1666,235,347,28.0339,1.6596
Algeria,4/10/20,1761,256,405,28.0339,1.6596
Algeria,4/11/20,1825,275,460,28.0339,1.6596
Algeria,4/12/20,1914,293,591,28.0339,1.6596
