Date,High,Low,Open,Close,Volume,Adj Close
5/2/2007,149.9499969,148.75,148.8999939,149.5399933,87129800,113.5605621
5/3/2007,150.3999939,149.7299957,149.9700012,150.3500061,86569700,114.1756821
5/4/2007,151.1199951,150.2200012,150.75,150.9199982,96409000,114.6085129
5/7/2007,151.1999969,150.8099976,150.8800049,150.9499969,63461400,114.6312866
5/8/2007,150.9199982,150.1300049,150.5800018,150.75,80584000,114.4794159
5/9/2007,152.8200073,150.3699951,150.6399994,151.1600037,102070100,114.790741
5/10/2007,151.0200043,149.2700043,150.7299957,149.5800018,153617800,113.5909271
5/11/2007,150.9299927,149.7200012,149.75,150.8600006,113408900,114.5629349
5/14/2007,151.3000031,149.7899933,150.8600006,150.5299988,108027500,114.312355
5/15/2007,151.6600037,150.1900024,150.6999969,150.5700073,180673300,114.3426971
5/16/2007,151.6300049,150.3800049,150.8000031,151.6000061,114166500,115.1249161
5/17/2007,151.9600067,151.1100006,151.3800049,151.3000031,101132800,114.8970642
5/18/2007,152.6199951,151.8099976,152.0099945,152.6199951,99182000,115.8995438
5/21/2007,153.2299957,152.5,152.5800018,152.5399933,174664600,115.8387146
5/22/2007,153.1600037,152.3800049,152.6999969,152.4199982,82148800,115.7476273
5/23/2007,153.5,152.3600006,152.9499969,152.4400024,133786600,115.7628555
5/24/2007,153.2100067,150.7400055,152.5299988,151.0599976,187593000,114.7148209
5/25/2007,152.0200043,151.1799927,151.5,151.6900024,83309200,115.1932678
5/29/2007,152.5,151.4499969,151.9400024,152.2400055,82020000,115.6108856
5/30/2007,153.5399933,151.3399963,151.4600067,153.4799957,129013600,116.5525436
5/31/2007,153.8899994,153.1199951,153.6699982,153.3200073,114866700,116.4311142
6/1/2007,154.3999939,153.5099945,153.8800049,154.0800018,107771700,117.0082321
6/4/2007,154.3899994,153.4799957,153.5399933,154.1000061,78008800,117.0233917
6/5/2007,153.8999939,152.8600006,153.7400055,153.4900055,126917900,116.5601654
6/6/2007,152.9499969,151.75,152.8600006,151.8399963,164096800,115.3071289
6/7/2007,152.5,149.0599976,151.5599976,149.1000061,232414600,113.2263718
6/8/2007,151.1900024,149.0899963,149.5800018,151.0399933,175886000,114.6996613
6/11/2007,151.9499969,150.6999969,150.9299927,151.3000031,102015600,114.8970642
6/12/2007,151.5399933,149.5500031,150.6699982,149.6499939,233898000,113.6440811
6/13/2007,152.0700073,149.7200012,150.5,151.8899994,193208200,115.3451309
6/14/2007,153.1199951,152.0299988,152.0599976,152.8600006,146396500,116.0817566
6/15/2007,153.6600037,152.9299927,153.1399994,153.0700073,154030800,116.7422485
6/18/2007,153.3899994,152.6600037,153.3800049,152.8899994,88537500,116.6049423
6/19/2007,153.3800049,152.3600006,152.5500031,153.2700043,110851700,116.8947754
6/20/2007,153.5800018,150.9600067,153.5800018,151.1399994,177119700,115.2702255
6/21/2007,152.1100006,150.25,151.0800018,151.9799957,205262000,115.9108505
6/22/2007,151.7700043,149.8500061,151.5200043,150.5500031,204964700,114.8202667
6/25/2007,151.25,149.0200043,150.2400055,149.8300018,232014400,114.2712021
6/26/2007,150.4600067,148.2799988,150.2100067,148.2899933,198445700,113.0966568
6/27/2007,150.5700073,148.0599976,148.1300049,150.3999939,213638000,114.7059021
6/28/2007,151.4100037,149.6699982,150.3800049,150.3800049,157705000,114.6906662
6/29/2007,151.6499939,149.1499939,150.8999939,150.4299927,199701800,114.7287521
7/2/2007,151.9199982,150.7700043,150.8699951,151.7899933,103357000,115.765976
7/3/2007,152.5,151.9900055,152.1799927,152.3399963,54048400,116.1854553
7/5/2007,152.5599976,151.6300049,152.3999939,152.1799927,89279000,116.0634308
7/6/2007,153.1699982,151.9299927,152.3800049,152.9799957,81109000,116.6735611
7/9/2007,153.3600006,152.6199951,153.1600037,153.1000061,72348100,116.7650757
7/10/2007,152.6100006,150.7700043,152.2899933,150.9199982,180362600,115.1025009
7/11/2007,152.0500031,150.5200043,150.75,151.9900055,175607600,115.918541
7/12/2007,154.75,152.3399963,152.3699951,154.3899994,133882500,117.7489548
7/13/2007,155.4600067,154.3899994,154.5700073,154.8500061,111794300,118.0997314
7/16/2007,155.5299988,154.5800018,154.9900055,154.8300018,98378700,118.0844803
7/17/2007,155.4799957,154.6799927,154.9299927,154.75,126201300,118.0235367
7/18/2007,154.8000031,153.3000031,154.2299957,154.4700012,237887400,117.8099518
7/19/2007,155.5299988,154.75,155.1999969,155.0700073,145212700,118.2675629
7/20/2007,154.9900055,152.8300018,154.8899994,153.5,245502500,117.0701599
7/23/2007,154.7200012,153.3000031,154.1799927,153.9700012,121183900,117.4286041
7/24/2007,154.2799988,150.7599945,153.1199951,151.3000031,256732400,115.3922577
7/25/2007,152.3899994,150.25,152.0200043,151.6100006,265214500,115.6287231
7/26/2007,150.8000031,146.3899994,150.1900024,148.0200043,467592500,112.8907166
7/27/2007,148.8699951,145.0500031,148.2100067,145.1100006,422987600,110.6713104
7/30/2007,147.8099976,145.2899933,145.9299927,147.3800049,283017500,112.402565
7/31/2007,149.4600067,145.0399933,148.3300018,145.7200012,316976700,111.1365814
8/1/2007,147.0099945,143.9499969,145.1799927,146.4299927,467670000,111.6780701
8/2/2007,147.7599945,145.2599945,146.7599945,147.6000061,294758400,112.5703812
8/3/2007,147.5800018,143.1999969,147.2799988,143.8000031,359398200,109.6722336
8/6/2007,146.8300018,142.5299988,144.2100067,146.2100067,324980000,111.5102844
8/7/2007,149,145.2299957,145.9400024,147.7700043,232568700,112.7000198
8/8/2007,150.5899963,147.3399963,148.4100037,149.8300018,274930600,114.2712021
8/9/2007,148.9499969,145.2899933,147.4299927,145.3899994,357622100,110.8849335
8/10/2007,146.5,143.1199951,144.3899994,144.7100067,411018400,110.366272
8/13/2007,146.8899994,145.0200043,146.5,145.2299957,181917200,110.7628479
8/14/2007,146.0599976,142.7200012,145.6999969,143.0099945,264134500,109.0697174
8/15/2007,144.4600067,140.6199951,142.7200012,141.0399933,323834000,107.5672607
8/16/2007,142.9400024,137,139.7899933,142.1000061,546743700,108.3757095
8/17/2007,145.8099976,141.3899994,145.5,144.7100067,388218100,110.366272
8/20/2007,145.4700012,143.2899933,145.1699982,144.6399994,187320400,110.3128891
8/21/2007,145.9700012,144.1399994,144.6000061,144.9299927,157066400,110.5340729
8/22/2007,146.8000031,145.3300018,146.0099945,146.6499939,173156700,111.8458633
8/23/2007,147.6499939,145.6100006,147.3399963,146.5200043,203915300,111.7467346
8/24/2007,148.3300018,146.2799988,146.4799957,148.3300018,128901900,113.1271515
8/27/2007,148.3300018,146.7299957,147.8500061,146.9499969,113024300,112.0746536
8/28/2007,146.25,143.4600067,146.1600037,143.7200012,219790700,109.6112137
8/29/2007,146.7400055,143.9600067,144.3699951,146.5399933,207654200,111.7619629
8/30/2007,147.1900024,145.3099976,145.4499969,146.1499939,191817300,111.4645462
8/31/2007,148.5,146.8300018,147.6499939,147.5899963,185477500,112.5627899
9/4/2007,149.9799957,147.3999939,147.4499969,149.0800018,120062000,113.6991272
9/5/2007,148.3600006,147,148.1999969,147.7899933,166261800,112.7153091
9/6/2007,148.6100006,147.1199951,147.9499969,148.1300049,127878400,112.9746323
9/7/2007,146.8899994,145.2599945,146.4799957,146.0700073,235447600,111.4035339
9/10/2007,146.7200012,144.3300018,146.5200043,145.7899933,192305900,111.1900024
9/11/2007,147.6999969,146.1300049,146.2400055,147.4900055,162081900,112.4864883
9/12/2007,148.4400024,146.9799957,147.2899933,147.8699951,149554600,112.7763443
9/13/2007,149.4499969,148.1999969,148.5500031,148.9100037,154079000,113.5694885
9/14/2007,149.0899963,147.7400055,147.9600067,148.8999939,121911000,113.5618744
9/17/2007,148.6499939,147.6300049,148.3099976,148.1000061,109870800,112.9517288
9/18/2007,152.5,148.1300049,148.8300018,152.4600067,263759500,116.2770004
9/19/2007,154.3899994,152.7100067,153.4100037,153.3600006,193779900,116.9633789
9/20/2007,153.4299927,152.1100006,153.3399963,152.2799988,175186800,116.1397324
9/21/2007,153.1199951,151.7400055,152.7100067,151.9700012,141457500,116.4531479
9/24/2007,152.8200073,151.3600006,152.4199982,151.6900024,139450200,116.2385788
9/25/2007,151.6600037,150.4700012,150.8099976,151.3899994,142289900,116.0086899
9/26/2007,152.7700043,151.3899994,152.25,152.1900024,135547000,116.6217346
9/27/2007,153.1000061,152.1900024,152.9100037,153.0899963,102713300,117.3113708
9/28/2007,153.1900024,151.9799957,152.8500061,152.5800018,133372100,116.9205551
10/1/2007,154.75,152.5,152.6000061,154.3000031,148162300,118.2385406
10/2/2007,154.6499939,153.8099976,154.6100006,154.0899963,112978800,118.0776901
10/3/2007,154.4100037,153.0099945,153.8099976,153.7799988,119055900,117.8401031
10/4/2007,154.2599945,153.5899963,154.1100006,154.0200043,76864400,118.0240555
10/5/2007,156.1000061,154.6300049,155.0299988,155.8500061,134579700,119.4263382
10/8/2007,155.4900055,154.7700043,155.3899994,155.0200043,71280400,118.7903061
10/9/2007,156.5,155.0299988,155.6000061,156.4799957,94054300,119.9090729
10/10/2007,156.4400024,155.4100037,156.0399933,156.2200012,101711100,119.7098846
10/11/2007,157.5200043,154.5399933,156.9299927,155.4700012,233529100,119.1351089
10/12/2007,156.3500061,155.2700043,155.4600067,156.3300018,124546700,119.7941895
10/15/2007,156.3600006,153.9400024,156.2700043,155.0099945,161151900,118.782608
10/16/2007,154.5200043,153.4700012,154.4100037,153.7799988,166525700,117.8401031
10/17/2007,155.0899963,152.4700012,154.9799957,154.25,216687300,118.200264
10/18/2007,154.1900024,153.0800018,153.4499969,153.6900024,148367500,117.7711868
10/19/2007,156.4799957,149.6600037,153.0899963,149.6699982,297169900,114.6906662
10/22/2007,150.7599945,148.6600037,148.8600006,150.5399933,261989800,115.3573227
10/23/2007,151.9499969,150.25,151.4600067,151.7599945,180085100,116.2922134
10/24/2007,151.7400055,148.8399963,151.2100067,151.4799957,326694200,116.0776062
10/25/2007,152.2899933,149.8800049,151.6499939,151.8399963,237374500,116.3535233
10/26/2007,153.6199951,151.8999939,153.0599976,153.6199951,176484000,117.7174759
10/29/2007,154.4400024,153.5500031,153.9299927,154.1300049,106841000,118.108345
10/30/2007,153.75,152.8699951,153.4499969,153.0599976,132981600,117.2883606
10/31/2007,155.2700043,152.8399963,153.9799957,154.6499939,220954400,118.5067749
11/1/2007,153.4100037,150.5899963,153.2899933,151.0299988,333040800,115.732811
11/2/2007,152,149.2100067,151.5299988,151.1999969,331228200,115.8630524
11/5/2007,151.1600037,148.9700012,149.6399994,150.0500031,226841000,114.9818878
11/6/2007,152.1100006,149.8999939,150.8600006,152.0700073,177800500,116.5297546
11/7/2007,151.1300049,147.5500031,150.4400024,147.9100037,306639700,113.3419724
11/8/2007,148.3999939,145.0700073,147.9900055,147.1600037,374509900,112.7672501
11/9/2007,147.5399933,144.8899994,145.6900024,145.1399994,277745100,111.2193756
11/12/2007,146.6100006,143.6999969,145.2100067,143.6999969,243087800,110.1159058
11/13/2007,148.3099976,145.2200012,145.3699951,148.0800018,191117400,113.4722519
11/14/2007,149.3999939,146.7799988,149.2200012,147.6699982,230558800,113.1580734
11/15/2007,147.4900055,144.5200043,146.5700073,145.5399933,263111100,111.5258636
11/16/2007,146.4700012,144.5700073,146.3099976,145.7899933,308770600,111.7174606
11/19/2007,145.3600006,143.1900024,145.2799988,143.7599945,267746000,110.1618729
11/20/2007,145.5299988,142.1100006,144.0200043,144.6399994,414767500,110.8362198
11/21/2007,143.9100037,141.6699982,143.0800018,141.6799927,259012400,108.5680237
11/23/2007,144.3399963,142.6999969,143.0700073,144.1300049,77688400,110.4454193
11/26/2007,144.8800049,140.6600037,144.4299927,140.9499969,214232000,108.0086288
11/27/2007,143.2299957,140.9499969,141.7400055,142.5700073,293897900,109.2499771
11/28/2007,147.4700012,144.1399994,144.1900024,147.1300049,258596900,112.7442932
11/29/2007,147.7200012,146.1000061,146.6199951,147.1799927,199409900,112.7826004
11/30/2007,149.8699951,147.3300018,149.0399933,148.6600037,222908000,113.9166946
12/3/2007,148.4499969,147.2899933,148.1900024,147.6799927,146430400,113.1656799
12/4/2007,147.5399933,146.3099976,146.6600037,146.3600006,136533900,112.1542053
12/5/2007,149.1999969,147.8300018,147.9299927,148.8099976,171130000,114.0316315
12/6/2007,151.2100067,148.5700073,148.6300049,150.9400024,154457400,115.6638184
12/7/2007,151.5,150.5500031,151.4199982,150.9100037,148980100,115.6408691
12/10/2007,152.25,150.8600006,151.2799988,152.0800018,123914300,116.537384
12/11/2007,152.8899994,147.8300018,152.1399994,147.9100037,250346400,113.3419724
12/12/2007,151.7700043,147.1999969,151.0599976,149.3699951,322435600,114.4608002
12/13/2007,149.3899994,147.3000031,148.3200073,149.0599976,237551300,114.2232285
12/14/2007,149.1000061,147.1000061,147.9299927,147.1699982,159152900,112.7749176
12/17/2007,146.8699951,144.8600006,146.6100006,145.0700073,177269400,111.1657028
12/18/2007,146.4799957,143.9600067,146.1000061,145.8800049,245569300,111.786438
12/19/2007,146.8899994,144.9400024,145.9400024,145.8800049,198917200,111.786438
12/20/2007,146.8600006,145.1799927,146.8399963,146.8000031,214813800,112.4914246
12/21/2007,148.4199982,147.0899963,147.3699951,148.1300049,146084400,114.1130066
12/24/2007,149.4799957,148.4799957,148.8200073,149.2299957,45601400,114.9604187
12/26/2007,149.6799927,148.5,148.6499939,149.5500031,67093100,115.2069321
12/27/2007,149.0299988,147.3200073,149.0200043,147.6699982,122981700,113.7586441
12/28/2007,148.6100006,146.8999939,148.5399933,147.3000031,116398100,113.4735794
12/31/2007,147.6100006,146.0599976,147.1000061,146.2100067,108126800,112.6339188
1/2/2008,146.9900055,143.8800049,146.5299988,144.9299927,204935600,111.6478729
1/3/2008,145.4900055,144.0700073,144.9100037,144.8600006,125133300,111.5939255
1/4/2008,143.4400024,140.9100037,143.3399963,141.3099976,232330900,108.8591537
1/7/2008,142.2299957,140.1000061,141.8099976,141.1900024,234991000,108.7667313
1/8/2008,142.8999939,138.4400024,142.0800018,138.9100037,326365700,107.0103302
1/9/2008,140.7899933,137.6999969,139.0899963,140.3699951,301824900,108.1350174
1/10/2008,142.8000031,139.3699951,139.6799927,141.2899933,335701200,108.8437576
1/11/2008,141.8999939,139,140.7799988,140.1499939,267076600,107.965538
1/14/2008,141.8600006,140.3999939,141.1600037,141.2799988,170365500,108.8360443
1/15/2008,141.4900055,137.8999939,139.7899933,138.1699982,239940100,106.4402313
1/16/2008,139.1199951,136.2799988,137.3600006,136.9799957,378802600,105.5235443
1/17/2008,137.8800049,132.9299927,137.8099976,133.4299927,397892600,102.7887115
1/18/2008,135.0200043,131.1000061,134.7400055,132.0599976,348561500,101.7333527
1/22/2008,132.4299927,126,127.2099991,130.7200012,435923700,100.7011108
1/23/2008,134.1900024,126.8399963,127.0899963,133.8600006,511913000,103.1200027
1/24/2008,135.4600067,133.3099976,134.4799957,134.9900055,259949300,103.9905243
1/25/2008,136.7599945,132.6000061,136.5099945,133.0399933,269603900,102.4883118
1/28/2008,135.5200043,132.0599976,133.2599945,135.2400055,217934600,104.1831284
1/29/2008,136.4499969,134.8800049,136.1000061,135.9100037,168968300,104.6992264
1/30/2008,138.5399933,134.6000061,135.5800018,134.9100037,334939200,103.9289093
1/31/2008,138.5399933,133.1999969,133.3999939,137.3699951,343680800,105.8239517
2/1/2008,139.6100006,137.5200043,137.9400024,139.5800018,206843600,107.5264435
2/4/2008,139.3000031,137.6399994,139.2100067,137.8200073,124694300,106.1706238
2/5/2008,136.25,133.6699982,135.9400024,134.1300049,286882500,103.3280106
2/6/2008,135.25,132.4100037,134.5800018,133.0500031,250792900,102.4960251
2/7/2008,134.7899933,131.7299957,131.8000031,133.9299927,297368100,103.173912
2/8/2008,134.2200012,132.1000061,133.0899963,133.0700073,221643500,102.5114288
2/11/2008,134.2299957,132.0399933,133.1000061,133.75,188576300,103.0352707
2/12/2008,136.3099976,133.9799957,134.9100037,134.9900055,256654400,103.9905243
2/13/2008,137.0599976,135.1399994,136.0099945,136.3699951,181967800,105.0536041
2/14/2008,137,134.7899933,136.9499969,135.1699982,215207200,104.1291656
2/15/2008,135.2200012,133.9100037,134.5,135.1399994,154110300,104.1060562
2/19/2008,136.8899994,134.6100006,136.7200012,135.5200043,145190000,104.3987808
2/20/2008,136.5500031,133.7599945,133.9900055,135.9199982,220085700,104.7069397
2/21/2008,137.0099945,134.0700073,136.6600037,134.7899933,201051200,103.8364334
2/22/2008,135.8500061,132.8600006,134.9700012,135.6199951,205491000,104.4758453
2/25/2008,137.6499939,134.7799988,135.5399933,137.3300018,190107000,105.7931824
2/26/2008,138.9499969,136.5,136.75,138.3600006,212420700,106.5866394
2/27/2008,139.1399994,137.4100037,137.5599976,138.2200012,168395800,106.478775
2/28/2008,137.9600067,136.5500031,137.2400055,136.8699951,170831100,105.438797
2/29/2008,135.6799927,132.7799988,135.6000061,133.8200073,252715200,103.0891953
3/3/2008,133.8099976,132.2400055,133.1399994,133.5,189483500,102.8426743
3/4/2008,133.3999939,130.9900055,132.2299957,132.9900055,282513100,102.4497986
3/5/2008,134.7700043,132.3399963,133.4199982,133.8300018,270681400,103.0968781
3/6/2008,133.2200012,130.5500031,132.9799957,131.0599976,247911700,100.9630203
3/7/2008,131.7400055,128.5800018,129.7700043,129.7100067,326434600,99.92300415
3/10/2008,129.9299927,127.5899963,129.8399963,128,235683600,98.60569763
3/11/2008,132.7200012,128.9499969,130.7200012,132.6000061,341440600,102.1493759
3/12/2008,133.7700043,131.1600037,132.7400055,131.3600006,229161100,101.1941299
3/13/2008,132.6399994,128.6000061,129.6100006,131.6499939,351504200,101.4175491
3/14/2008,132.8099976,127.7799988,132.7700043,129.6100006,484687800,99.84597778
3/17/2008,129.2599945,126.0699997,126.5699997,128.3000031,405311100,98.83682251
3/18/2008,133.6900024,129.9799957,130.6199951,133.6300049,334416600,102.9428101
3/19/2008,134.6499939,130.0399933,134.1399994,130.3200073,345971600,100.392952
3/20/2008,132.9100037,129.2599945,130.0500031,132.0800018,245320700,102.2525101
3/24/2008,135.8099976,133.2400055,133.3099976,134.7200012,208977300,104.2963104
3/25/2008,135.5500031,133.7700043,134.8600006,134.8500061,192947200,104.3969345
3/26/2008,135.0899963,133.1100006,134.4600067,133.1999969,196934300,103.1195984
3/27/2008,134.4400024,132.3600006,134.1999969,132.7799988,225153200,102.7944183
3/28/2008,133.3600006,131.0599976,132.9900055,131.5099945,180896100,101.8112411
3/31/2008,132.7299957,131.0899963,131.2899933,131.9700012,166692100,102.1673431
4/1/2008,136.8399963,133.5099945,133.6100006,136.6100006,254547300,105.7594757
4/2/2008,137.6699982,135.9799957,137.0500031,136.6999969,210910800,105.8291855
4/3/2008,137.4400024,135.7100067,135.9600067,137.0399933,175884800,106.0923538
4/4/2008,137.9600067,136.1199951,137.1199951,136.8899994,204446800,105.9762497
4/7/2008,138.5700073,136.7400055,137.8699951,136.9600067,154245500,106.0304794
4/8/2008,136.9199982,135.9499969,136.1900024,136.8200073,148937300,105.922081
4/9/2008,136.8000031,134.8899994,136.6100006,135.8300018,195610600,105.1556396
4/10/2008,136.6699982,134.8999939,135.4199982,136.0200043,192967800,105.302742
4/11/2008,135.1199951,133.0099945,134.4900055,133.3800049,222973300,103.2589188
4/14/2008,133.5399933,132.5500031,133.1900024,132.9299927,160522000,102.9105225
4/15/2008,133.6900024,132.3300018,133.5800018,133.2400055,172389200,103.1505585
4/16/2008,136.9100037,134.5200043,134.5399933,136.8500061,189268900,105.9452972
4/17/2008,137.25,135.6600037,136.0200043,137.0500031,179665700,106.1001434
4/18/2008,139.5599976,138.2599945,138.9400024,138.4799957,218530600,107.2071915
4/21/2008,138.9799957,137.8500061,138.2299957,138.5500031,118587400,107.2613831
4/22/2008,138.3099976,136.8999939,138.1900024,137.9400024,162166000,106.7891312
4/23/2008,138.7799988,137.1199951,138.0899963,137.7200012,193309000,106.6188202
4/24/2008,139.7400055,137.0399933,138.0800018,138.3200073,229381300,107.0833511
4/25/2008,139.8899994,137.9100037,139.3999939,139.6000061,190788100,108.0742722
4/28/2008,140.25,139.3800049,139.8800049,139.6300049,105610200,108.0975113
4/29/2008,139.7299957,138.6100006,139.3899994,139.0800018,125514100,107.6716995
4/30/2008,140.5899963,138.2599945,139.2899933,138.2599945,208395900,107.0368729
5/1/2008,141.1199951,138.2700043,138.3800049,141.1199951,187279500,109.2510223
5/2/2008,142.3699951,140.5599976,142.3399963,141.5099945,181585500,109.5529022
5/5/2008,141.6100006,140.4100037,141.0500031,140.8300018,118504500,109.026535
5/6/2008,142.1999969,139.6900024,140.0200043,142.0500031,179339800,109.9710083
5/7/2008,142.0399933,139.1300049,141.8899994,139.5200043,199267300,108.012352
5/8/2008,140.3200073,138.9799957,139.7400055,139.1600037,178321200,107.7336044
5/9/2008,139.3899994,138.4499969,138.6000061,138.8999939,152588200,107.532341
5/12/2008,140.5599976,138.7299957,139.25,140.4600067,147865900,108.7400208
5/13/2008,140.8899994,139.7299957,140.8000031,140.4799957,159132200,108.7555237
5/14/2008,142.1999969,140.4600067,141.0700073,140.7700043,181910800,108.9799957
