country,date,confirmed
Bulgaria,7/2/2020,5315
Bulgaria,7/3/2020,5497
Bulgaria,7/4/2020,5677
Bulgaria,7/5/2020,5740
Bulgaria,7/6/2020,5914
Bulgaria,7/7/2020,6102
Bulgaria,7/8/2020,6342
Bulgaria,7/9/2020,6672
Bulgaria,7/10/2020,6964
Bulgaria,7/11/2020,7175
Bulgaria,7/12/2020,7252
Bulgaria,7/13/2020,7411
Bulgaria,7/14/2020,7645
Bulgaria,7/15/2020,7877
Bulgaria,7/16/2020,8144
Bulgaria,7/17/2020,8442
Bulgaria,7/18/2020,8638
Bulgaria,7/19/2020,8733
Bulgaria,7/20/2020,8929
Bulgaria,7/21/2020,9254
Bulgaria,7/22/2020,9584
Bulgaria,7/23/2020,9853
Bulgaria,7/24/2020,10123
Bulgaria,7/25/2020,10312
Bulgaria,7/26/2020,10427
Bulgaria,7/27/2020,10621
Bulgaria,7/28/2020,10871
Bulgaria,7/29/2020,11155
Bulgaria,7/30/2020,11420
Bulgaria,7/31/2020,11690
Bulgaria,8/1/2020,11836
Bulgaria,8/2/2020,11955
Bulgaria,8/3/2020,12159
Bulgaria,8/4/2020,12414
Bulgaria,8/5/2020,12717
Bulgaria,8/6/2020,13014
Bulgaria,8/7/2020,13209
Bulgaria,8/8/2020,13343
Bulgaria,8/9/2020,13396
Bulgaria,8/10/2020,13512
Bulgaria,8/11/2020,13722
Bulgaria,8/12/2020,13893
Bulgaria,8/13/2020,13893
Bulgaria,8/14/2020,14243
Burkina Faso,1/22/2020,0
Burkina Faso,1/23/2020,0
Burkina Faso,1/24/2020,0
Burkina Faso,1/25/2020,0
Burkina Faso,1/26/2020,0
Burkina Faso,1/27/2020,0
Burkina Faso,1/28/2020,0
Burkina Faso,1/29/2020,0
Burkina Faso,1/30/2020,0
Burkina Faso,1/31/2020,0
Burkina Faso,2/1/2020,0
Burkina Faso,2/2/2020,0
Burkina Faso,2/3/2020,0
Burkina Faso,2/4/2020,0
Burkina Faso,2/5/2020,0
Burkina Faso,2/6/2020,0
Burkina Faso,2/7/2020,0
Burkina Faso,2/8/2020,0
Burkina Faso,2/9/2020,0
Burkina Faso,2/10/2020,0
Burkina Faso,2/11/2020,0
Burkina Faso,2/12/2020,0
Burkina Faso,2/13/2020,0
Burkina Faso,2/14/2020,0
Burkina Faso,2/15/2020,0
Burkina Faso,2/16/2020,0
Burkina Faso,2/17/2020,0
Burkina Faso,2/18/2020,0
Burkina Faso,2/19/2020,0
Burkina Faso,2/20/2020,0
Burkina Faso,2/21/2020,0
Burkina Faso,2/22/2020,0
Burkina Faso,2/23/2020,0
Burkina Faso,2/24/2020,0
Burkina Faso,2/25/2020,0
Burkina Faso,2/26/2020,0
Burkina Faso,2/27/2020,0
Burkina Faso,2/28/2020,0
Burkina Faso,2/29/2020,0
Burkina Faso,3/1/2020,0
Burkina Faso,3/2/2020,0
Burkina Faso,3/3/2020,0
Burkina Faso,3/4/2020,0
Burkina Faso,3/5/2020,0
Burkina Faso,3/6/2020,0
Burkina Faso,3/7/2020,0
Burkina Faso,3/8/2020,0
Burkina Faso,3/9/2020,0
Burkina Faso,3/10/2020,1
Burkina Faso,3/11/2020,2
Burkina Faso,3/12/2020,2
Burkina Faso,3/13/2020,2
Burkina Faso,3/14/2020,2
Burkina Faso,3/15/2020,3
Burkina Faso,3/16/2020,15
Burkina Faso,3/17/2020,15
Burkina Faso,3/18/2020,20
Burkina Faso,3/19/2020,33
Burkina Faso,3/20/2020,40
Burkina Faso,3/21/2020,64
Burkina Faso,3/22/2020,75
Burkina Faso,3/23/2020,99
Burkina Faso,3/24/2020,114
Burkina Faso,3/25/2020,146
Burkina Faso,3/26/2020,152
Burkina Faso,3/27/2020,180
Burkina Faso,3/28/2020,207
Burkina Faso,3/29/2020,222
Burkina Faso,3/30/2020,246
Burkina Faso,3/31/2020,261
Burkina Faso,4/1/2020,282
Burkina Faso,4/2/2020,288
Burkina Faso,4/3/2020,302
Burkina Faso,4/4/2020,318
Burkina Faso,4/5/2020,345
Burkina Faso,4/6/2020,364
Burkina Faso,4/7/2020,384
Burkina Faso,4/8/2020,414
Burkina Faso,4/9/2020,443
Burkina Faso,4/10/2020,443
Burkina Faso,4/11/2020,484
Burkina Faso,4/12/2020,497
Burkina Faso,4/13/2020,497
Burkina Faso,4/14/2020,528
Burkina Faso,4/15/2020,542
Burkina Faso,4/16/2020,546
Burkina Faso,4/17/2020,557
Burkina Faso,4/18/2020,565
Burkina Faso,4/19/2020,576
Burkina Faso,4/20/2020,581
Burkina Faso,4/21/2020,600
Burkina Faso,4/22/2020,609
Burkina Faso,4/23/2020,616
Burkina Faso,4/24/2020,629
Burkina Faso,4/25/2020,629
Burkina Faso,4/26/2020,632
Burkina Faso,4/27/2020,635
Burkina Faso,4/28/2020,638
Burkina Faso,4/29/2020,641
Burkina Faso,4/30/2020,645
Burkina Faso,5/1/2020,649
Burkina Faso,5/2/2020,652
Burkina Faso,5/3/2020,662
Burkina Faso,5/4/2020,672
Burkina Faso,5/5/2020,688
Burkina Faso,5/6/2020,729
Burkina Faso,5/7/2020,736
Burkina Faso,5/8/2020,744
Burkina Faso,5/9/2020,748
Burkina Faso,5/10/2020,751
Burkina Faso,5/11/2020,760
Burkina Faso,5/12/2020,766
Burkina Faso,5/13/2020,773
Burkina Faso,5/14/2020,773
Burkina Faso,5/15/2020,780
Burkina Faso,5/16/2020,782
Burkina Faso,5/17/2020,796
Burkina Faso,5/18/2020,796
Burkina Faso,5/19/2020,796
Burkina Faso,5/20/2020,809
Burkina Faso,5/21/2020,812
Burkina Faso,5/22/2020,814
Burkina Faso,5/23/2020,814
Burkina Faso,5/24/2020,814
Burkina Faso,5/25/2020,832
Burkina Faso,5/26/2020,832
Burkina Faso,5/27/2020,845
Burkina Faso,5/28/2020,847
Burkina Faso,5/29/2020,847
Burkina Faso,5/30/2020,847
Burkina Faso,5/31/2020,847
Burkina Faso,6/1/2020,847
Burkina Faso,6/2/2020,881
Burkina Faso,6/3/2020,884
Burkina Faso,6/4/2020,885
Burkina Faso,6/5/2020,888
Burkina Faso,6/6/2020,888
Burkina Faso,6/7/2020,889
Burkina Faso,6/8/2020,890
Burkina Faso,6/9/2020,891
Burkina Faso,6/10/2020,891
Burkina Faso,6/11/2020,892
Burkina Faso,6/12/2020,892
Burkina Faso,6/13/2020,892
Burkina Faso,6/14/2020,894
Burkina Faso,6/15/2020,894
Burkina Faso,6/16/2020,895
Burkina Faso,6/17/2020,899
Burkina Faso,6/18/2020,899
Burkina Faso,6/19/2020,900
Burkina Faso,6/20/2020,901
Burkina Faso,6/21/2020,903
Burkina Faso,6/22/2020,903
Burkina Faso,6/23/2020,907
Burkina Faso,6/24/2020,919
Burkina Faso,6/25/2020,934
Burkina Faso,6/26/2020,941
Burkina Faso,6/27/2020,941
Burkina Faso,6/28/2020,959
Burkina Faso,6/29/2020,959
Burkina Faso,6/30/2020,962
Burkina Faso,7/1/2020,962
Burkina Faso,7/2/2020,967
Burkina Faso,7/3/2020,980
Burkina Faso,7/4/2020,987
Burkina Faso,7/5/2020,987
Burkina Faso,7/6/2020,1000
Burkina Faso,7/7/2020,1003
Burkina Faso,7/8/2020,1003
Burkina Faso,7/9/2020,1005
Burkina Faso,7/10/2020,1020
Burkina Faso,7/11/2020,1033
Burkina Faso,7/12/2020,1036
Burkina Faso,7/13/2020,1036
Burkina Faso,7/14/2020,1037
Burkina Faso,7/15/2020,1038
Burkina Faso,7/16/2020,1038
Burkina Faso,7/17/2020,1045
Burkina Faso,7/18/2020,1047
Burkina Faso,7/19/2020,1052
Burkina Faso,7/20/2020,1065
Burkina Faso,7/21/2020,1065
Burkina Faso,7/22/2020,1066
Burkina Faso,7/23/2020,1070
Burkina Faso,7/24/2020,1075
Burkina Faso,7/25/2020,1086
Burkina Faso,7/26/2020,1086
Burkina Faso,7/27/2020,1100
Burkina Faso,7/28/2020,1105
Burkina Faso,7/29/2020,1105
Burkina Faso,7/30/2020,1106
Burkina Faso,7/31/2020,1106
Burkina Faso,8/1/2020,1143
Burkina Faso,8/2/2020,1143
Burkina Faso,8/3/2020,1150
Burkina Faso,8/4/2020,1153
Burkina Faso,8/5/2020,1153
Burkina Faso,8/6/2020,1158
Burkina Faso,8/7/2020,1158
Burkina Faso,8/8/2020,1175
Burkina Faso,8/9/2020,1175
Burkina Faso,8/10/2020,1204
Burkina Faso,8/11/2020,1211
Burkina Faso,8/12/2020,1213
Burkina Faso,8/13/2020,1228
Burkina Faso,8/14/2020,1238
Burma,1/22/2020,0
Burma,1/23/2020,0
Burma,1/24/2020,0
Burma,1/25/2020,0
Burma,1/26/2020,0
Burma,1/27/2020,0
Burma,1/28/2020,0
Burma,1/29/2020,0
Burma,1/30/2020,0
Burma,1/31/2020,0
Burma,2/1/2020,0
Burma,2/2/2020,0
Burma,2/3/2020,0
Burma,2/4/2020,0
Burma,2/5/2020,0
Burma,2/6/2020,0
Burma,2/7/2020,0
Burma,2/8/2020,0
Burma,2/9/2020,0
Burma,2/10/2020,0
Burma,2/11/2020,0
Burma,2/12/2020,0
Burma,2/13/2020,0
Burma,2/14/2020,0
Burma,2/15/2020,0
Burma,2/16/2020,0
Burma,2/17/2020,0
Burma,2/18/2020,0
Burma,2/19/2020,0
Burma,2/20/2020,0
Burma,2/21/2020,0
Burma,2/22/2020,0
Burma,2/23/2020,0
Burma,2/24/2020,0
Burma,2/25/2020,0
Burma,2/26/2020,0
Burma,2/27/2020,0
Burma,2/28/2020,0
Burma,2/29/2020,0
Burma,3/1/2020,0
Burma,3/2/2020,0
Burma,3/3/2020,0
Burma,3/4/2020,0
Burma,3/5/2020,0
Burma,3/6/2020,0
Burma,3/7/2020,0
Burma,3/8/2020,0
Burma,3/9/2020,0
Burma,3/10/2020,0
Burma,3/11/2020,0
Burma,3/12/2020,0
Burma,3/13/2020,0
Burma,3/14/2020,0
Burma,3/15/2020,0
Burma,3/16/2020,0
Burma,3/17/2020,0
Burma,3/18/2020,0
Burma,3/19/2020,0
Burma,3/20/2020,0
Burma,3/21/2020,0
Burma,3/22/2020,0
Burma,3/23/2020,0
Burma,3/24/2020,0
Burma,3/25/2020,0
Burma,3/26/2020,0
Burma,3/27/2020,8
Burma,3/28/2020,8
Burma,3/29/2020,10
Burma,3/30/2020,14
Burma,3/31/2020,15
Burma,4/1/2020,15
Burma,4/2/2020,20
Burma,4/3/2020,20
Burma,4/4/2020,21
Burma,4/5/2020,21
Burma,4/6/2020,22
Burma,4/7/2020,22
Burma,4/8/2020,22
Burma,4/9/2020,23
Burma,4/10/2020,27
Burma,4/11/2020,38
Burma,4/12/2020,41
Burma,4/13/2020,62
Burma,4/14/2020,63
Burma,4/15/2020,74
Burma,4/16/2020,85
Burma,4/17/2020,88
Burma,4/18/2020,98
Burma,4/19/2020,111
Burma,4/20/2020,119
Burma,4/21/2020,121
Burma,4/22/2020,123
Burma,4/23/2020,139
Burma,4/24/2020,144
Burma,4/25/2020,146
Burma,4/26/2020,146
Burma,4/27/2020,146
Burma,4/28/2020,150
Burma,4/29/2020,150
Burma,4/30/2020,151
Burma,5/1/2020,151
Burma,5/2/2020,151
Burma,5/3/2020,155
Burma,5/4/2020,161
Burma,5/5/2020,161
Burma,5/6/2020,161
Burma,5/7/2020,176
Burma,5/8/2020,177
Burma,5/9/2020,178
Burma,5/10/2020,180
Burma,5/11/2020,180
Burma,5/12/2020,180
Burma,5/13/2020,181
Burma,5/14/2020,181
Burma,5/15/2020,182
Burma,5/16/2020,182
Burma,5/17/2020,184
Burma,5/18/2020,191
Burma,5/19/2020,193
Burma,5/20/2020,199
Burma,5/21/2020,199
Burma,5/22/2020,199
Burma,5/23/2020,201
Burma,5/24/2020,201
Burma,5/25/2020,203
Burma,5/26/2020,206
Burma,5/27/2020,206
Burma,5/28/2020,206
Burma,5/29/2020,207
Burma,5/30/2020,224
Burma,5/31/2020,224
Burma,6/1/2020,228
Burma,6/2/2020,232
Burma,6/3/2020,233
Burma,6/4/2020,236
Burma,6/5/2020,236
Burma,6/6/2020,240
Burma,6/7/2020,242
Burma,6/8/2020,244
Burma,6/9/2020,246
Burma,6/10/2020,248
Burma,6/11/2020,260
Burma,6/12/2020,261
Burma,6/13/2020,261
Burma,6/14/2020,261
Burma,6/15/2020,262
Burma,6/16/2020,262
Burma,6/17/2020,262
Burma,6/18/2020,286
Burma,6/19/2020,286
Burma,6/20/2020,287
Burma,6/21/2020,290
Burma,6/22/2020,291
Burma,6/23/2020,292
Burma,6/24/2020,293
Burma,6/25/2020,293
Burma,6/26/2020,293
Burma,6/27/2020,296
Burma,6/28/2020,299
Burma,6/29/2020,299
Burma,6/30/2020,299
Burma,7/1/2020,303
Burma,7/2/2020,304
Burma,7/3/2020,306
Burma,7/4/2020,313
Burma,7/5/2020,313
Burma,7/6/2020,316
Burma,7/7/2020,316
Burma,7/8/2020,317
Burma,7/9/2020,321
Burma,7/10/2020,326
Burma,7/11/2020,330
Burma,7/12/2020,331
Burma,7/13/2020,336
Burma,7/14/2020,337
Burma,7/15/2020,337
Burma,7/16/2020,339
Burma,7/17/2020,339
Burma,7/18/2020,340
Burma,7/19/2020,341
Burma,7/20/2020,341
Burma,7/21/2020,341
Burma,7/22/2020,343
Burma,7/23/2020,343
Burma,7/24/2020,346
Burma,7/25/2020,348
Burma,7/26/2020,350
Burma,7/27/2020,350
Burma,7/28/2020,351
Burma,7/29/2020,351
Burma,7/30/2020,353
Burma,7/31/2020,353
Burma,8/1/2020,353
Burma,8/2/2020,353
Burma,8/3/2020,355
Burma,8/4/2020,356
Burma,8/5/2020,357
Burma,8/6/2020,357
Burma,8/7/2020,359
Burma,8/8/2020,359
Burma,8/9/2020,360
Burma,8/10/2020,360
Burma,8/11/2020,360
Burma,8/12/2020,361
Burma,8/13/2020,369
Burma,8/14/2020,374
Burundi,1/22/2020,0
Burundi,1/23/2020,0
Burundi,1/24/2020,0
Burundi,1/25/2020,0
Burundi,1/26/2020,0
Burundi,1/27/2020,0
Burundi,1/28/2020,0
Burundi,1/29/2020,0
Burundi,1/30/2020,0
Burundi,1/31/2020,0
Burundi,2/1/2020,0
Burundi,2/2/2020,0
Burundi,2/3/2020,0
Burundi,2/4/2020,0
Burundi,2/5/2020,0
Burundi,2/6/2020,0
Burundi,2/7/2020,0
Burundi,2/8/2020,0
Burundi,2/9/2020,0
Burundi,2/10/2020,0
Burundi,2/11/2020,0
Burundi,2/12/2020,0
Burundi,2/13/2020,0
Burundi,2/14/2020,0
Burundi,2/15/2020,0
Burundi,2/16/2020,0
Burundi,2/17/2020,0
Burundi,2/18/2020,0
Burundi,2/19/2020,0
Burundi,2/20/2020,0
Burundi,2/21/2020,0
Burundi,2/22/2020,0
Burundi,2/23/2020,0
Burundi,2/24/2020,0
Burundi,2/25/2020,0
Burundi,2/26/2020,0
Burundi,2/27/2020,0
Burundi,2/28/2020,0
Burundi,2/29/2020,0
Burundi,3/1/2020,0
Burundi,3/2/2020,0
Burundi,3/3/2020,0
Burundi,3/4/2020,0
Burundi,3/5/2020,0
Burundi,3/6/2020,0
Burundi,3/7/2020,0
Burundi,3/8/2020,0
Burundi,3/9/2020,0
Burundi,3/10/2020,0
Burundi,3/11/2020,0
Burundi,3/12/2020,0
Burundi,3/13/2020,0
Burundi,3/14/2020,0
Burundi,3/15/2020,0
Burundi,3/16/2020,0
Burundi,3/17/2020,0
Burundi,3/18/2020,0
Burundi,3/19/2020,0
Burundi,3/20/2020,0
Burundi,3/21/2020,0
Burundi,3/22/2020,0
Burundi,3/23/2020,0
Burundi,3/24/2020,0
Burundi,3/25/2020,0
Burundi,3/26/2020,0
Burundi,3/27/2020,0
Burundi,3/28/2020,0
Burundi,3/29/2020,0
Burundi,3/30/2020,0
Burundi,3/31/2020,2
Burundi,4/1/2020,2
Burundi,4/2/2020,3
Burundi,4/3/2020,3
Burundi,4/4/2020,3
Burundi,4/5/2020,3
Burundi,4/6/2020,3
Burundi,4/7/2020,3
Burundi,4/8/2020,3
Burundi,4/9/2020,3
Burundi,4/10/2020,3
Burundi,4/11/2020,5
Burundi,4/12/2020,5
Burundi,4/13/2020,5
Burundi,4/14/2020,5
Burundi,4/15/2020,5
Burundi,4/16/2020,5
Burundi,4/17/2020,5
Burundi,4/18/2020,5
Burundi,4/19/2020,5
Burundi,4/20/2020,5
Burundi,4/21/2020,5
Burundi,4/22/2020,11
Burundi,4/23/2020,11
Burundi,4/24/2020,11
Burundi,4/25/2020,11
Burundi,4/26/2020,11
Burundi,4/27/2020,11
Burundi,4/28/2020,11
Burundi,4/29/2020,11
Burundi,4/30/2020,11
Burundi,5/1/2020,11
Burundi,5/2/2020,15
Burundi,5/3/2020,15
Burundi,5/4/2020,15
Burundi,5/5/2020,15
Burundi,5/6/2020,15
Burundi,5/7/2020,15
Burundi,5/8/2020,15
Burundi,5/9/2020,15
Burundi,5/10/2020,15
Burundi,5/11/2020,15
Burundi,5/12/2020,15
Burundi,5/13/2020,15
Burundi,5/14/2020,15
Burundi,5/15/2020,15
Burundi,5/16/2020,15
Burundi,5/17/2020,23
Burundi,5/18/2020,42
Burundi,5/19/2020,42
Burundi,5/20/2020,42
Burundi,5/21/2020,42
Burundi,5/22/2020,42
Burundi,5/23/2020,42
Burundi,5/24/2020,42
Burundi,5/25/2020,42
Burundi,5/26/2020,42
Burundi,5/27/2020,42
Burundi,5/28/2020,42
Burundi,5/29/2020,42
Burundi,5/30/2020,63
Burundi,5/31/2020,63
Burundi,6/1/2020,63
Burundi,6/2/2020,63
Burundi,6/3/2020,63
Burundi,6/4/2020,63
Burundi,6/5/2020,63
Burundi,6/6/2020,83
Burundi,6/7/2020,83
Burundi,6/8/2020,83
Burundi,6/9/2020,83
Burundi,6/10/2020,83
Burundi,6/11/2020,85
Burundi,6/12/2020,85
Burundi,6/13/2020,85
Burundi,6/14/2020,85
Burundi,6/15/2020,85
Burundi,6/16/2020,104
Burundi,6/17/2020,104
Burundi,6/18/2020,104
Burundi,6/19/2020,104
Burundi,6/20/2020,104
Burundi,6/21/2020,144
Burundi,6/22/2020,144
Burundi,6/23/2020,144
Burundi,6/24/2020,144
Burundi,6/25/2020,144
Burundi,6/26/2020,144
Burundi,6/27/2020,170
Burundi,6/28/2020,170
Burundi,6/29/2020,170
Burundi,6/30/2020,170
Burundi,7/1/2020,170
Burundi,7/2/2020,170
Burundi,7/3/2020,191
Burundi,7/4/2020,191
Burundi,7/5/2020,191
Burundi,7/6/2020,191
Burundi,7/7/2020,191
Burundi,7/8/2020,191
Burundi,7/9/2020,191
Burundi,7/10/2020,191
Burundi,7/11/2020,191
Burundi,7/12/2020,191
Burundi,7/13/2020,269
Burundi,7/14/2020,269
Burundi,7/15/2020,269
Burundi,7/16/2020,303
Burundi,7/17/2020,310
Burundi,7/18/2020,310
Burundi,7/19/2020,310
Burundi,7/20/2020,322
Burundi,7/21/2020,328
Burundi,7/22/2020,328
Burundi,7/23/2020,345
Burundi,7/24/2020,345
Burundi,7/25/2020,361
Burundi,7/26/2020,361
Burundi,7/27/2020,378
Burundi,7/28/2020,378
Burundi,7/29/2020,387
Burundi,7/30/2020,387
Burundi,7/31/2020,387
Burundi,8/1/2020,395
Burundi,8/2/2020,395
Burundi,8/3/2020,395
Burundi,8/4/2020,395
Burundi,8/5/2020,395
Burundi,8/6/2020,400
Burundi,8/7/2020,400
Burundi,8/8/2020,405
Burundi,8/9/2020,408
Burundi,8/10/2020,408
Burundi,8/11/2020,408
Burundi,8/12/2020,409
Burundi,8/13/2020,410
Burundi,8/14/2020,412
Cabo Verde,1/22/2020,0
Cabo Verde,1/23/2020,0
Cabo Verde,1/24/2020,0
Cabo Verde,1/25/2020,0
Cabo Verde,1/26/2020,0
Cabo Verde,1/27/2020,0
Cabo Verde,1/28/2020,0
Cabo Verde,1/29/2020,0
Cabo Verde,1/30/2020,0
Cabo Verde,1/31/2020,0
Cabo Verde,2/1/2020,0
Cabo Verde,2/2/2020,0
Cabo Verde,2/3/2020,0
Cabo Verde,2/4/2020,0
Cabo Verde,2/5/2020,0
Cabo Verde,2/6/2020,0
Cabo Verde,2/7/2020,0
Cabo Verde,2/8/2020,0
Cabo Verde,2/9/2020,0
Cabo Verde,2/10/2020,0
Cabo Verde,2/11/2020,0
Cabo Verde,2/12/2020,0
Cabo Verde,2/13/2020,0
Cabo Verde,2/14/2020,0
Cabo Verde,2/15/2020,0
Cabo Verde,2/16/2020,0
Cabo Verde,2/17/2020,0
Cabo Verde,2/18/2020,0
Cabo Verde,2/19/2020,0
Cabo Verde,2/20/2020,0
Cabo Verde,2/21/2020,0
Cabo Verde,2/22/2020,0
Cabo Verde,2/23/2020,0
Cabo Verde,2/24/2020,0
Cabo Verde,2/25/2020,0
Cabo Verde,2/26/2020,0
Cabo Verde,2/27/2020,0
Cabo Verde,2/28/2020,0
Cabo Verde,2/29/2020,0
Cabo Verde,3/1/2020,0
Cabo Verde,3/2/2020,0
Cabo Verde,3/3/2020,0
Cabo Verde,3/4/2020,0
Cabo Verde,3/5/2020,0
Cabo Verde,3/6/2020,0
Cabo Verde,3/7/2020,0
Cabo Verde,3/8/2020,0
Cabo Verde,3/9/2020,0
Cabo Verde,3/10/2020,0
Cabo Verde,3/11/2020,0
Cabo Verde,3/12/2020,0
Cabo Verde,3/13/2020,0
Cabo Verde,3/14/2020,0
Cabo Verde,3/15/2020,0
Cabo Verde,3/16/2020,0
Cabo Verde,3/17/2020,0
Cabo Verde,3/18/2020,0
Cabo Verde,3/19/2020,0
Cabo Verde,3/20/2020,1
Cabo Verde,3/21/2020,3
Cabo Verde,3/22/2020,3
Cabo Verde,3/23/2020,3
Cabo Verde,3/24/2020,3
Cabo Verde,3/25/2020,4
Cabo Verde,3/26/2020,4
Cabo Verde,3/27/2020,5
Cabo Verde,3/28/2020,5
Cabo Verde,3/29/2020,6
Cabo Verde,3/30/2020,6
Cabo Verde,3/31/2020,6
Cabo Verde,4/1/2020,6
Cabo Verde,4/2/2020,6
Cabo Verde,4/3/2020,6
Cabo Verde,4/4/2020,7
Cabo Verde,4/5/2020,7
Cabo Verde,4/6/2020,7
Cabo Verde,4/7/2020,7
Cabo Verde,4/8/2020,7
Cabo Verde,4/9/2020,7
Cabo Verde,4/10/2020,7
Cabo Verde,4/11/2020,8
Cabo Verde,4/12/2020,8
Cabo Verde,4/13/2020,10
Cabo Verde,4/14/2020,11
Cabo Verde,4/15/2020,56
Cabo Verde,4/16/2020,56
Cabo Verde,4/17/2020,56
Cabo Verde,4/18/2020,58
Cabo Verde,4/19/2020,61
Cabo Verde,4/20/2020,67
Cabo Verde,4/21/2020,68
Cabo Verde,4/22/2020,73
Cabo Verde,4/23/2020,82
Cabo Verde,4/24/2020,88
Cabo Verde,4/25/2020,90
Cabo Verde,4/26/2020,106
Cabo Verde,4/27/2020,109
Cabo Verde,4/28/2020,114
Cabo Verde,4/29/2020,114
Cabo Verde,4/30/2020,121
Cabo Verde,5/1/2020,122
Cabo Verde,5/2/2020,152
Cabo Verde,5/3/2020,165
Cabo Verde,5/4/2020,175
Cabo Verde,5/5/2020,186
Cabo Verde,5/6/2020,191
Cabo Verde,5/7/2020,218
Cabo Verde,5/8/2020,230
Cabo Verde,5/9/2020,236
Cabo Verde,5/10/2020,246
Cabo Verde,5/11/2020,260
Cabo Verde,5/12/2020,267
Cabo Verde,5/13/2020,289
Cabo Verde,5/14/2020,315
Cabo Verde,5/15/2020,326
Cabo Verde,5/16/2020,328
Cabo Verde,5/17/2020,328
Cabo Verde,5/18/2020,328
Cabo Verde,5/19/2020,335
Cabo Verde,5/20/2020,349
Cabo Verde,5/21/2020,356
Cabo Verde,5/22/2020,362
Cabo Verde,5/23/2020,371
Cabo Verde,5/24/2020,380
Cabo Verde,5/25/2020,390
Cabo Verde,5/26/2020,390
Cabo Verde,5/27/2020,390
Cabo Verde,5/28/2020,390
Cabo Verde,5/29/2020,405
Cabo Verde,5/30/2020,421
Cabo Verde,5/31/2020,435
Cabo Verde,6/1/2020,458
Cabo Verde,6/2/2020,466
Cabo Verde,6/3/2020,477
Cabo Verde,6/4/2020,502
Cabo Verde,6/5/2020,536
Cabo Verde,6/6/2020,542
Cabo Verde,6/7/2020,554
Cabo Verde,6/8/2020,567
Cabo Verde,6/9/2020,585
Cabo Verde,6/10/2020,615
Cabo Verde,6/11/2020,657
Cabo Verde,6/12/2020,697
Cabo Verde,6/13/2020,726
Cabo Verde,6/14/2020,750
Cabo Verde,6/15/2020,760
Cabo Verde,6/16/2020,781
Cabo Verde,6/17/2020,792
Cabo Verde,6/18/2020,823
Cabo Verde,6/19/2020,848
Cabo Verde,6/20/2020,863
Cabo Verde,6/21/2020,890
Cabo Verde,6/22/2020,944
Cabo Verde,6/23/2020,982
Cabo Verde,6/24/2020,999
Cabo Verde,6/25/2020,1003
Cabo Verde,6/26/2020,1027
Cabo Verde,6/27/2020,1091
Cabo Verde,6/28/2020,1155
Cabo Verde,6/29/2020,1165
Cabo Verde,6/30/2020,1227
Cabo Verde,7/1/2020,1267
Cabo Verde,7/2/2020,1301
Cabo Verde,7/3/2020,1382
Cabo Verde,7/4/2020,1421
Cabo Verde,7/5/2020,1451
Cabo Verde,7/6/2020,1463
Cabo Verde,7/7/2020,1499
Cabo Verde,7/8/2020,1542
Cabo Verde,7/9/2020,1552
Cabo Verde,7/10/2020,1591
Cabo Verde,7/11/2020,1623
Cabo Verde,7/12/2020,1623
Cabo Verde,7/13/2020,1698
Cabo Verde,7/14/2020,1722
Cabo Verde,7/15/2020,1780
Cabo Verde,7/16/2020,1894
Cabo Verde,7/17/2020,1939
Cabo Verde,7/18/2020,2014
Cabo Verde,7/19/2020,2045
Cabo Verde,7/20/2020,2071
Cabo Verde,7/21/2020,2107
Cabo Verde,7/22/2020,2154
Cabo Verde,7/23/2020,2190
Cabo Verde,7/24/2020,2220
Cabo Verde,7/25/2020,2258
Cabo Verde,7/26/2020,2307
Cabo Verde,7/27/2020,2328
Cabo Verde,7/28/2020,2354
Cabo Verde,7/29/2020,2373
Cabo Verde,7/30/2020,2418
Cabo Verde,7/31/2020,2451
Cabo Verde,8/1/2020,2480
Cabo Verde,8/2/2020,2547
Cabo Verde,8/3/2020,2583
Cabo Verde,8/4/2020,2631
Cabo Verde,8/5/2020,2689
Cabo Verde,8/6/2020,2734
Cabo Verde,8/7/2020,2780
Cabo Verde,8/8/2020,2835
Cabo Verde,8/9/2020,2858
Cabo Verde,8/10/2020,2883
Cabo Verde,8/11/2020,2920
Cabo Verde,8/12/2020,3000
Cabo Verde,8/13/2020,3073
Cabo Verde,8/14/2020,3136
Cambodia,1/22/2020,0
Cambodia,1/23/2020,0
Cambodia,1/24/2020,0
Cambodia,1/25/2020,0
Cambodia,1/26/2020,0
Cambodia,1/27/2020,1
Cambodia,1/28/2020,1
Cambodia,1/29/2020,1
Cambodia,1/30/2020,1
Cambodia,1/31/2020,1
Cambodia,2/1/2020,1
Cambodia,2/2/2020,1
Cambodia,2/3/2020,1
Cambodia,2/4/2020,1
Cambodia,2/5/2020,1
Cambodia,2/6/2020,1
Cambodia,2/7/2020,1
Cambodia,2/8/2020,1
Cambodia,2/9/2020,1
Cambodia,2/10/2020,1
Cambodia,2/11/2020,1
Cambodia,2/12/2020,1
Cambodia,2/13/2020,1
Cambodia,2/14/2020,1
Cambodia,2/15/2020,1
Cambodia,2/16/2020,1
Cambodia,2/17/2020,1
Cambodia,2/18/2020,1
Cambodia,2/19/2020,1
Cambodia,2/20/2020,1
Cambodia,2/21/2020,1
Cambodia,2/22/2020,1
Cambodia,2/23/2020,1
Cambodia,2/24/2020,1
Cambodia,2/25/2020,1
Cambodia,2/26/2020,1
Cambodia,2/27/2020,1
Cambodia,2/28/2020,1
Cambodia,2/29/2020,1
